id,path,filename,extension,size
1132,ROM/0637/Family Pinball (J) [!].nes,Family Pinball (J) [!].nes,nes,196624
1133,ROM/0637/Rock 'n' Ball (U) [!].nes,Rock 'n' Ball (U) [!].nes,nes,196624
1134,ROM/0638/Ankoku Shinwa (J) [!].nes,Ankoku Shinwa (J) [!].nes,nes,262160
1135,ROM/0639/Big Challenge! Gun Fighter (J).fds,Big Challenge! Gun Fighter (J).fds,fds,131016
1136,ROM/0640/Jajamaru Ninpouchou (J) [!].nes,Jajamaru Ninpouchou (J) [!].nes,nes,262160
1137,ROM/0640/Ninja Jajamaru - The Ninja Skill Book (UE) (NJRC) (Switch).nes,Ninja Jajamaru - The Ninja Skill Book (UE) (NJRC) (Switch).nes,nes,393232
1138,ROM/0640/Taro's Quest (U) (Proto) [!].nes,Taro's Quest (U) (Proto) [!].nes,nes,262160
1139,ROM/0641/Putt Putt Golf (J).fds,Putt Putt Golf (J).fds,fds,131016
1140,ROM/0642/After Burner (U) [!].nes,After Burner (U) [!].nes,nes,393232
1141,ROM/0642/After Burner II (J) [!].nes,After Burner II (J) [!].nes,nes,393232
1142,ROM/0643/Home Run Nighter (J) [!].nes,Home Run Nighter (J) [!].nes,nes,262160
1143,ROM/0644/Operation Wolf (E) [!].nes,Operation Wolf (E) [!].nes,nes,262160
1144,ROM/0644/Operation Wolf (J) [!].nes,Operation Wolf (J) [!].nes,nes,262160
1145,ROM/0644/Operation Wolf (U) [!].nes,Operation Wolf (U) [!].nes,nes,262160
1146,ROM/0645/Shadowgate (E) [!].nes,Shadowgate (E) [!].nes,nes,262160
1147,ROM/0645/Shadowgate (F) [!].nes,Shadowgate (F) [!].nes,nes,262160
1148,ROM/0645/Shadowgate (G) [!].nes,Shadowgate (G) [!].nes,nes,262160
1149,ROM/0645/Shadowgate (J) [!].nes,Shadowgate (J) [!].nes,nes,262160
1150,ROM/0645/Shadowgate (Swe) [!].nes,Shadowgate (Swe) [!].nes,nes,262160
1151,ROM/0645/Shadowgate (U) [!].nes,Shadowgate (U) [!].nes,nes,262160
1152,ROM/0646/Matsumoto Tooru no Kabushiki Hisshou Gaku II (J) [!].nes,Matsumoto Tooru no Kabushiki Hisshou Gaku II (J) [!].nes,nes,262160
1153,ROM/0647/Garfield - A Week of Garfield (J).nes,Garfield - A Week of Garfield (J).nes,nes,163856
1154,ROM/0647/Garfield - A Week of Garfield (U) (Proto) [!].nes,Garfield - A Week of Garfield (U) (Proto) [!].nes,nes,163856
1155,ROM/0648/Dragon Spirit (J) [!].nes,Dragon Spirit (J) [!].nes,nes,262160
1156,ROM/0648/Dragon Spirit (U) (Evercade).nes,Dragon Spirit (U) (Evercade).nes,nes,262160
1157,ROM/0648/Dragon Spirit (U) [!].nes,Dragon Spirit (U) [!].nes,nes,262160
1158,ROM/0649/Mindseeker (J) [!].nes,Mindseeker (J) [!].nes,nes,262160
1159,ROM/0650/Aoki Ookami to Shiroki Mejika - Genghis Khan (J).nes,Aoki Ookami to Shiroki Mejika - Genghis Khan (J).nes,nes,262160
1160,ROM/0650/Genghis Khan (U) [!].nes,Genghis Khan (U) [!].nes,nes,262160
1161,ROM/0651/Devil Man (J) [!].nes,Devil Man (J) [!].nes,nes,262160
1162,ROM/0652/Downtown - Nekketsu Monogatari (J).nes,Downtown - Nekketsu Monogatari (J).nes,nes,262160
1163,ROM/0652/River City Ransom (U) (Evercade).nes,River City Ransom (U) (Evercade).nes,nes,262160
1164,ROM/0652/River City Ransom (U) [!].nes,River City Ransom (U) [!].nes,nes,262160
1165,ROM/0652/Street Gangs (E) [!].nes,Street Gangs (E) [!].nes,nes,262160
1166,ROM/0653/Dragon Buster II (J) [!].nes,Dragon Buster II (J) [!].nes,nes,196624
1167,ROM/0653/Dragon Buster II (UE) (NMA).nes,Dragon Buster II (UE) (NMA).nes,nes,196624
1168,ROM/0654/Fairytale (J).fds,Fairytale (J).fds,fds,131016
1169,ROM/0655/Holy Diver (J) [!].nes,Holy Diver (J) [!].nes,nes,262160
1170,ROM/0655/Holy Diver (UE) (CE).nes,Holy Diver (UE) (CE).nes,nes,2097168
1171,ROM/0656/Keiba Simulation - Honmei (J) [!].nes,Keiba Simulation - Honmei (J) [!].nes,nes,262160
1172,ROM/0657/Meitantei Holmes - M Kara no Chousenjou (J).nes,Meitantei Holmes - M Kara no Chousenjou (J).nes,nes,262160
1173,ROM/0658/Kabushiki Doujou (J) [!].nes,Kabushiki Doujou (J) [!].nes,nes,262160
1174,ROM/0659/Gekikame Ninja Den (J).nes,Gekikame Ninja Den (J).nes,nes,262160
1175,ROM/0659/Teenage Mutant Hero Turtles (E) [!].nes,Teenage Mutant Hero Turtles (E) [!].nes,nes,262160
1176,ROM/0659/Teenage Mutant Ninja Turtles (A) [!].nes,Teenage Mutant Ninja Turtles (A) [!].nes,nes,262160
1177,ROM/0659/Teenage Mutant Ninja Turtles (U) [!].nes,Teenage Mutant Ninja Turtles (U) [!].nes,nes,262160
1178,ROM/0660/Baseball Star - Mezase Sankanou!! (J) [!].nes,Baseball Star - Mezase Sankanou!! (J) [!].nes,nes,262160
1179,ROM/0660/Baseball Stars (U) [!].nes,Baseball Stars (U) [!].nes,nes,262160
1180,ROM/0661/Destiny of an Emperor (U) [!].nes,Destiny of an Emperor (U) [!].nes,nes,262160
1181,ROM/0661/Tenchi wo Kurau (J) (PRG0) [!].nes,Tenchi wo Kurau (J) (PRG0) [!].nes,nes,262160
1182,ROM/0661/Tenchi wo Kurau (J) (PRG1).nes,Tenchi wo Kurau (J) (PRG1).nes,nes,262160
1183,ROM/0662/Famicom Tantei Club Part II (J).fds,Famicom Tantei Club Part II (J).fds,fds,262016
1184,ROM/0663/Gunjin Shougi (J) [!].nes,Gunjin Shougi (J) [!].nes,nes,131088
1185,ROM/0664/Little Ninja Brothers (E) [!].nes,Little Ninja Brothers (E) [!].nes,nes,262160
1186,ROM/0664/Little Ninja Brothers (U) [!].nes,Little Ninja Brothers (U) [!].nes,nes,262160
1187,ROM/0664/Super Chinese 2 (J) [!].nes,Super Chinese 2 (J) [!].nes,nes,262160
1188,ROM/0665/Pinball (E) [!].nes,Pinball (E) [!].nes,nes,24592
1189,ROM/0665/Pinball (J).fds,Pinball (J).fds,fds,65516
1190,ROM/0665/Pinball (JU) [!].nes,Pinball (JU) [!].nes,nes,24592
1191,ROM/0666/1943 (J) [!].nes,1943 (J) [!].nes,nes,131088
1192,ROM/0666/1943 (U) [!].nes,1943 (U) [!].nes,nes,131088
1193,ROM/0667/Big Challenge! Go! Go! Bowling (J).fds,Big Challenge! Go! Go! Bowling (J).fds,fds,131016
1194,ROM/0668/Rasaaru Ishii no Childs Quest (J) [!].nes,Rasaaru Ishii no Childs Quest (J) [!].nes,nes,196624
1195,ROM/0669/SD Gundam - Gachapon Senshi 2 (J) [!].nes,SD Gundam - Gachapon Senshi 2 (J) [!].nes,nes,262160
1196,ROM/0670/Mendel Palace (U) [!].nes,Mendel Palace (U) [!].nes,nes,262160
1197,ROM/0670/Mendel Palace (UE) (NMA).nes,Mendel Palace (UE) (NMA).nes,nes,262160
1198,ROM/0670/Quinty (J) [!].nes,Quinty (J) [!].nes,nes,262160
1199,ROM/0671/Famicom Tantei Club Part II (J).fds,Famicom Tantei Club Part II (J).fds,fds,262016
1200,ROM/0672/Datsugoku (J) [!].nes,Datsugoku (J) [!].nes,nes,262160
1201,ROM/0672/P.O.W. (E) [!].nes,P.O.W. (E) [!].nes,nes,262160
1202,ROM/0672/P.O.W. (U) [!].nes,P.O.W. (U) [!].nes,nes,262160
1203,ROM/0673/Murder Club (J) [!].nes,Murder Club (J) [!].nes,nes,262160
1204,ROM/0674/Shin Moero!! Pro Yakyuu (J) [!].nes,Shin Moero!! Pro Yakyuu (J) [!].nes,nes,393232
1205,ROM/0675/Bad Dudes (U) (Evercade).nes,Bad Dudes (U) (Evercade).nes,nes,262160
1206,ROM/0675/Bad Dudes (U) [!].nes,Bad Dudes (U) [!].nes,nes,262160
1207,ROM/0675/Bad Dudes vs Dragon Ninja (E) [!].nes,Bad Dudes vs Dragon Ninja (E) [!].nes,nes,262160
1208,ROM/0675/Dragon Ninja (J) (PRG0) [!].nes,Dragon Ninja (J) (PRG0) [!].nes,nes,262160
1209,ROM/0675/Dragon Ninja (J) (PRG1).nes,Dragon Ninja (J) (PRG1).nes,nes,262160
1210,ROM/0676/Igo Shinan (J).nes,Igo Shinan (J).nes,nes,40976
1211,ROM/0677/Legend of the Ghost Lion (U) [!].nes,Legend of the Ghost Lion (U) [!].nes,nes,262160
1212,ROM/0677/White Lion Densetsu (J) [!].nes,White Lion Densetsu (J) [!].nes,nes,262160
1213,ROM/0678/Willow (E) [!].nes,Willow (E) [!].nes,nes,262160
1214,ROM/0678/Willow (J) [!].nes,Willow (J) [!].nes,nes,262160
1215,ROM/0678/Willow (U) [!].nes,Willow (U) [!].nes,nes,262160
1216,ROM/0679/Hissatsu Doujou Yaburi (J) [!].nes,Hissatsu Doujou Yaburi (J) [!].nes,nes,262160
1217,ROM/0680/Tenkaichi Bushi - Keru Naguuru (J) [!].nes,Tenkaichi Bushi - Keru Naguuru (J) [!].nes,nes,196624
1218,ROM/0681/All-Pro Basketball (U) [!].nes,All-Pro Basketball (U) [!].nes,nes,262160
1219,ROM/0681/Zenbei!! Pro Basket (J) [!].nes,Zenbei!! Pro Basket (J) [!].nes,nes,262160
1220,ROM/0682/Faria (J) [!].nes,Faria (J) [!].nes,nes,262160
1221,ROM/0682/Faria (U) [!].nes,Faria (U) [!].nes,nes,262160
1222,ROM/0683/Kyuukyoku Harikiri Stadium - Heisei Gannen Han (J) [!].nes,Kyuukyoku Harikiri Stadium - Heisei Gannen Han (J) [!].nes,nes,393232
1223,ROM/0684/Bowling (U) (Proto).nes,Bowling (U) (Proto).nes,nes,262160
1224,ROM/0684/Perfect Bowling (J) [!].nes,Perfect Bowling (J) [!].nes,nes,163856
1225,ROM/0685/Oishinbo (J) [!].nes,Oishinbo (J) [!].nes,nes,262160
1226,ROM/0686/Earthbound (U) (Proto).nes,Earthbound (U) (Proto).nes,nes,524304
1227,ROM/0686/Earthbound (U) (VC).nes,Earthbound (U) (VC).nes,nes,524304
1228,ROM/0686/Mother (J) [!].nes,Mother (J) [!].nes,nes,393232
1229,ROM/0687/Famista '89 - Kaimaku Han!! (J) [!].nes,Famista '89 - Kaimaku Han!! (J) [!].nes,nes,196624
1230,ROM/0688/Splatter House (J) [!].nes,Splatter House (J) [!].nes,nes,262160
1231,ROM/0688/Splatter House (W) (NC).nes,Splatter House (W) (NC).nes,nes,262160
1232,ROM/0689/Kyuukyoku Tiger (J) [!].nes,Kyuukyoku Tiger (J) [!].nes,nes,262160
1233,ROM/0689/Twin Cobra (U) [!].nes,Twin Cobra (U) [!].nes,nes,262160
1234,ROM/0690/Cosmic Wars (J) [!].nes,Cosmic Wars (J) [!].nes,nes,262160
1235,ROM/0691/Circus Caper (U) [!].nes,Circus Caper (U) [!].nes,nes,262160
1236,ROM/0691/Moeru! Oniisan (J).nes,Moeru! Oniisan (J).nes,nes,262160
1237,ROM/0692/Meimon! Daisan Yakyuubu (J) [!].nes,Meimon! Daisan Yakyuubu (J) [!].nes,nes,262160
1238,ROM/0693/Magma Project Hacker (J).fds,Magma Project Hacker (J).fds,fds,131016
1239,ROM/0694/Melville's Flame (J) [!].nes,Melville's Flame (J) [!].nes,nes,262160
1240,ROM/0695/Shingen the Ruler (U) [!].nes,Shingen the Ruler (U) [!].nes,nes,262160
1241,ROM/0695/Takeda Shingen 2 (J) [!].nes,Takeda Shingen 2 (J) [!].nes,nes,262160
1242,ROM/0696/RoboCop (E) [!].nes,RoboCop (E) [!].nes,nes,262160
1243,ROM/0696/RoboCop (J).nes,RoboCop (J).nes,nes,262160
1244,ROM/0696/RoboCop (U) [!].nes,RoboCop (U) [!].nes,nes,262160
1245,ROM/0697/Captain ED (J) [!].nes,Captain ED (J) [!].nes,nes,262160
1246,ROM/0698/Racer Mini Yonku - Japan Cup (J) [!].nes,Racer Mini Yonku - Japan Cup (J) [!].nes,nes,262160
1247,ROM/0699/Gekitou Pro Wrestling!! (J) [!].nes,Gekitou Pro Wrestling!! (J) [!].nes,nes,262160
1248,ROM/0699/Tecmo World Wrestling (E) [!].nes,Tecmo World Wrestling (E) [!].nes,nes,262160
1249,ROM/0699/Tecmo World Wrestling (U) [!].nes,Tecmo World Wrestling (U) [!].nes,nes,262160
1250,ROM/0700/Tanigawa Kouji no Shougi Shinan III (J) [!].nes,Tanigawa Kouji no Shougi Shinan III (J) [!].nes,nes,131088
1251,ROM/0701/Idol Hakkenden (J).nes,Idol Hakkenden (J).nes,nes,262160
1252,ROM/0702/Marusa no Onna (J) [!].nes,Marusa no Onna (J) [!].nes,nes,262160
1253,ROM/0703/Ultima - Quest of the Avatar (U) [!].nes,Ultima - Quest of the Avatar (U) [!].nes,nes,262160
1254,ROM/0703/Ultima - Seisha he no Michi (J) [!].nes,Ultima - Seisha he no Michi (J) [!].nes,nes,262160
1255,ROM/0704/Chuka Taisen (J) [!].nes,Chuka Taisen (J) [!].nes,nes,262160
1256,ROM/0705/American Dream (J) [!].nes,American Dream (J) [!].nes,nes,262160
1257,ROM/0706/Thunderbirds (J) [!].nes,Thunderbirds (J) [!].nes,nes,262160
1258,ROM/0706/Thunderbirds (U) [!].nes,Thunderbirds (U) [!].nes,nes,262160
1259,ROM/0707/TwinBee 3 (J) [!].nes,TwinBee 3 (J) [!].nes,nes,262160
1260,ROM/0708/Tonjan! (J) [!].nes,Tonjan! (J) [!].nes,nes,262160
1261,ROM/0709/Maharaja (J) [!].nes,Maharaja (J) [!].nes,nes,262160
1262,ROM/0710/Akuma no Shoutaijou (J) [!].nes,Akuma no Shoutaijou (J) [!].nes,nes,262160
1263,ROM/0710/Uninvited (U) [!].nes,Uninvited (U) [!].nes,nes,262160
1264,ROM/0711/Meiji Ishin (J).nes,Meiji Ishin (J).nes,nes,262160
1265,ROM/0712/Koushien (J) [!].nes,Koushien (J) [!].nes,nes,262160
1266,ROM/0712/Little League Baseball (U) [!].nes,Little League Baseball (U) [!].nes,nes,262160
1267,ROM/0713/Four Players' Tennis (E) [!].nes,Four Players' Tennis (E) [!].nes,nes,262160
1268,ROM/0713/Top Players' Tennis (U) [!].nes,Top Players' Tennis (U) [!].nes,nes,262160
1269,ROM/0713/World Super Tennis (J) [!].nes,World Super Tennis (J) [!].nes,nes,262160
1270,ROM/0714/Famicom Mukashi Banashi - Yuuyuuki (J).fds,Famicom Mukashi Banashi - Yuuyuuki (J).fds,fds,262016
1271,ROM/0715/Venus Senki (J) [!].nes,Venus Senki (J) [!].nes,nes,262160
1272,ROM/0716/Hokuto no Ken 3 (J) [!].nes,Hokuto no Ken 3 (J) [!].nes,nes,262160
1273,ROM/0717/Kattobi! Douji (J).fds,Kattobi! Douji (J).fds,fds,131016
1274,ROM/0718/Tashiro Masashi no Princess ga Ippai (J) [!].nes,Tashiro Masashi no Princess ga Ippai (J) [!].nes,nes,262160
1275,ROM/0719/Dusty Diamond's All-Star Softball (U) [!].nes,Dusty Diamond's All-Star Softball (U) [!].nes,nes,262160
1276,ROM/0719/Softball Tengoku (J).nes,Softball Tengoku (J).nes,nes,262160
1277,ROM/0720/Major League (J) [!].nes,Major League (J) [!].nes,nes,262160
1278,ROM/0721/Baseball Simulator 1.000 (U) [!].nes,Baseball Simulator 1.000 (U) [!].nes,nes,262160
1279,ROM/0721/Choujin - Ultra Baseball (J) [!].nes,Choujin - Ultra Baseball (J) [!].nes,nes,262160
1280,ROM/0722/Dragon Ball 3 - Gokuu Den (J) (PRG0) [!].nes,Dragon Ball 3 - Gokuu Den (J) (PRG0) [!].nes,nes,393232
1281,ROM/0722/Dragon Ball 3 - Gokuu Den (J) (PRG1).nes,Dragon Ball 3 - Gokuu Den (J) (PRG1).nes,nes,393232
1282,ROM/0723/Mahjong Taikai (J) [!].nes,Mahjong Taikai (J) [!].nes,nes,131088
1283,ROM/0724/Gozonji - Yaji Kita Chin Douchuu (J) [!].nes,Gozonji - Yaji Kita Chin Douchuu (J) [!].nes,nes,393232
1284,ROM/0725/Super Spike V'Ball (E) [!].nes,Super Spike V'Ball (E) [!].nes,nes,262160
1285,ROM/0725/Super Spike V'Ball (U) (Evercade).nes,Super Spike V'Ball (U) (Evercade).nes,nes,262160
1286,ROM/0725/Super Spike V'Ball (U) [!].nes,Super Spike V'Ball (U) [!].nes,nes,262160
1287,ROM/0725/U.S. Championship V'Ball (J) [!].nes,U.S. Championship V'Ball (J) [!].nes,nes,262160
1288,ROM/0726/Dungeon & Magic - Swords of Element (J) [!].nes,Dungeon & Magic - Swords of Element (J) [!].nes,nes,262160
1289,ROM/0726/Dungeon Magic - Sword of the Elements (U) [!].nes,Dungeon Magic - Sword of the Elements (U) [!].nes,nes,262160
1290,ROM/0727/Famicom Mukashi Banashi - Yuuyuuki (J).fds,Famicom Mukashi Banashi - Yuuyuuki (J).fds,fds,262016
1291,ROM/0728/Gekitotsu Yonku Battle (J) [!].nes,Gekitotsu Yonku Battle (J) [!].nes,nes,131088
1292,ROM/0729/Ninja Cop Saizou (J) [!].nes,Ninja Cop Saizou (J) [!].nes,nes,262160
1293,ROM/0729/Wrath of the Black Manta (E) [!].nes,Wrath of the Black Manta (E) [!].nes,nes,262160
1294,ROM/0729/Wrath of the Black Manta (U) (PRG0) [!].nes,Wrath of the Black Manta (U) (PRG0) [!].nes,nes,262160
1295,ROM/0729/Wrath of the Black Manta (U) (PRG1) [!].nes,Wrath of the Black Manta (U) (PRG1) [!].nes,nes,262160
1296,ROM/0730/Lutter (J).fds,Lutter (J).fds,fds,131016
1297,ROM/0731/Terao no Dosukoi Oozumou (J) [!].nes,Terao no Dosukoi Oozumou (J) [!].nes,nes,262160
1298,ROM/0732/Cosmic Epsilon (J) [!].nes,Cosmic Epsilon (J) [!].nes,nes,393232
1299,ROM/0733/Vegas Connection (J) [!].nes,Vegas Connection (J) [!].nes,nes,262160
1300,ROM/0734/Golf Ko Open (J) [!].nes,Golf Ko Open (J) [!].nes,nes,393232
1301,ROM/0735/Square no Tom Sawyer (J) [!].nes,Square no Tom Sawyer (J) [!].nes,nes,262160
1302,ROM/0736/Tao (J) [!].nes,Tao (J) [!].nes,nes,262160
1303,ROM/0737/Hostages - The Embassy Mission (J) [!].nes,Hostages - The Embassy Mission (J) [!].nes,nes,262160
1304,ROM/0737/Rescue - The Embassy Mission (E) [!].nes,Rescue - The Embassy Mission (E) [!].nes,nes,262160
1305,ROM/0737/Rescue - The Embassy Mission (U) [!].nes,Rescue - The Embassy Mission (U) [!].nes,nes,262160
1306,ROM/0738/Conflict (J) [!].nes,Conflict (J) [!].nes,nes,262160
1307,ROM/0738/Conflict (U) [!].nes,Conflict (U) [!].nes,nes,262160
1308,ROM/0739/Mirai Senshi - Lios (J) [!].nes,Mirai Senshi - Lios (J) [!].nes,nes,262160
1309,ROM/0740/Meimon! Takonishi Ouendan (J) [!].nes,Meimon! Takonishi Ouendan (J) [!].nes,nes,262160
1310,ROM/0741/Osomatsu-kun (J) [!].nes,Osomatsu-kun (J) [!].nes,nes,262160
1311,ROM/0742/Seirei Gari (J) [!].nes,Seirei Gari (J) [!].nes,nes,262160
1312,ROM/0743/Taito Chase H.Q. (J) [!].nes,Taito Chase H.Q. (J) [!].nes,nes,262160
1313,ROM/0744/Shin Satomi Hakkenden (J) [!].nes,Shin Satomi Hakkenden (J) [!].nes,nes,262160
1314,ROM/0745/Pokkun Moguraa (J) [!].nes,Pokkun Moguraa (J) [!].nes,nes,65552
1315,ROM/0746/Superstar Pro Wrestling (J) [!].nes,Superstar Pro Wrestling (J) [!].nes,nes,262160
1316,ROM/0746/WCW World Championship Wrestling (U) [!].nes,WCW World Championship Wrestling (U) [!].nes,nes,262160
1317,ROM/0747/Flipull (J) (PRG0) [!].nes,Flipull (J) (PRG0) [!].nes,nes,65552
1318,ROM/0747/Flipull (J) (PRG1) [!].nes,Flipull (J) (PRG1) [!].nes,nes,65552
1319,ROM/0748/Bad News Baseball (U) [!].nes,Bad News Baseball (U) [!].nes,nes,262160
1320,ROM/0748/Gekitou Stadium!! (J) [!].nes,Gekitou Stadium!! (J) [!].nes,nes,262160
1321,ROM/0749/Pinball Quest (E) [!].nes,Pinball Quest (E) [!].nes,nes,262160
1322,ROM/0749/Pinball Quest (J) [!].nes,Pinball Quest (J) [!].nes,nes,262160
1323,ROM/0749/Pinball Quest (U) [!].nes,Pinball Quest (U) [!].nes,nes,262160
1324,ROM/0750/Abadox (J) [!].nes,Abadox (J) [!].nes,nes,262160
1325,ROM/0750/Abadox (U) [!].nes,Abadox (U) [!].nes,nes,262160
1326,ROM/0751/Katte ni Shirokuma (J) [!].nes,Katte ni Shirokuma (J) [!].nes,nes,262160
1327,ROM/0752/Top Gun - Dual Fighters (J) [!].nes,Top Gun - Dual Fighters (J) [!].nes,nes,262160
1328,ROM/0752/Top Gun - The Second Mission (E) [!].nes,Top Gun - The Second Mission (E) [!].nes,nes,262160
1329,ROM/0752/Top Gun - The Second Mission (U) [!].nes,Top Gun - The Second Mission (U) [!].nes,nes,262160
1330,ROM/0753/Famicom Yakyuuban (J) [!].nes,Famicom Yakyuuban (J) [!].nes,nes,262160
1331,ROM/0754/Shinsenden (J) [!].nes,Shinsenden (J) [!].nes,nes,262160
1332,ROM/0755/Sweet Home (J) [!].nes,Sweet Home (J) [!].nes,nes,262160
1333,ROM/0756/Famista '90 (J) [!].nes,Famista '90 (J) [!].nes,nes,262160
1334,ROM/0757/Quarter Back Scramble (J) [!].nes,Quarter Back Scramble (J) [!].nes,nes,262160
1335,ROM/0757/Quarter Back Scramble (U) (Proto).nes,Quarter Back Scramble (U) (Proto).nes,nes,262160
1336,ROM/0758/I Love Softball (J).nes,I Love Softball (J).nes,nes,262160
1337,ROM/0759/Emoyan no 10 Bai Pro Yakyuu (J) [!].nes,Emoyan no 10 Bai Pro Yakyuu (J) [!].nes,nes,262160
1338,ROM/0760/The Money Game II (J) [!].nes,The Money Game II (J) [!].nes,nes,262160
1339,ROM/0760/Wall Street Kid (U) [!].nes,Wall Street Kid (U) [!].nes,nes,131088
1340,ROM/0761/Astyanax (E) [!].nes,Astyanax (E) [!].nes,nes,262160
1341,ROM/0761/Astyanax (U) (Evercade).nes,Astyanax (U) (Evercade).nes,nes,262160
1342,ROM/0761/Astyanax (U) [!].nes,Astyanax (U) [!].nes,nes,262160
1343,ROM/0761/The Lord of King (J) [!].nes,The Lord of King (J) [!].nes,nes,262160
1344,ROM/0762/Mappy Kids (J) (Evercade).nes,Mappy Kids (J) (Evercade).nes,nes,262160
1345,ROM/0762/Mappy Kids (J) [!].nes,Mappy Kids (J) [!].nes,nes,262160
1346,ROM/0763/Double Dragon II (E) [!].nes,Double Dragon II (E) [!].nes,nes,262160
1347,ROM/0763/Double Dragon II (J).nes,Double Dragon II (J).nes,nes,262160
1348,ROM/0763/Double Dragon II (U) (Evercade).nes,Double Dragon II (U) (Evercade).nes,nes,262160
1349,ROM/0763/Double Dragon II (U) (PRG0) [!].nes,Double Dragon II (U) (PRG0) [!].nes,nes,262160
1350,ROM/0763/Double Dragon II (U) (PRG1) [!].nes,Double Dragon II (U) (PRG1) [!].nes,nes,262160
1351,ROM/0764/Live in Power Bowl (J) [!].nes,Live in Power Bowl (J) [!].nes,nes,262160
1352,ROM/0765/Batman (E) [!].nes,Batman (E) [!].nes,nes,262160
1353,ROM/0765/Batman (J) [!].nes,Batman (J) [!].nes,nes,262160
1354,ROM/0765/Batman (U) [!].nes,Batman (U) [!].nes,nes,262160
1355,ROM/0766/Akumajou Densetsu (J) [!].nes,Akumajou Densetsu (J) [!].nes,nes,393232
1356,ROM/0766/Castlevania III (E) [!].nes,Castlevania III (E) [!].nes,nes,393232
1357,ROM/0766/Castlevania III (U) [!].nes,Castlevania III (U) [!].nes,nes,393232
1358,ROM/0767/Chuugoku Janshi Story - Tonfuu (J) [!].nes,Chuugoku Janshi Story - Tonfuu (J) [!].nes,nes,262160
1359,ROM/0768/Heracles no Eikou II (J) [!].nes,Heracles no Eikou II (J) [!].nes,nes,262160
1360,ROM/0769/Super Rugby (J) [!].nes,Super Rugby (J) [!].nes,nes,262160
1361,ROM/0770/Ganbare Goemon Gaiden (J) (PRG0) [!].nes,Ganbare Goemon Gaiden (J) (PRG0) [!].nes,nes,524304
1362,ROM/0770/Ganbare Goemon Gaiden (J) (PRG1).nes,Ganbare Goemon Gaiden (J) (PRG1).nes,nes,524304
1363,ROM/0771/Adventures of Lolo (E) [!].nes,Adventures of Lolo (E) [!].nes,nes,65552
1364,ROM/0771/Adventures of Lolo (J) [!].nes,Adventures of Lolo (J) [!].nes,nes,65552
1365,ROM/0771/Adventures of Lolo (U) [!].nes,Adventures of Lolo (U) [!].nes,nes,65552
1366,ROM/0771/Adventures of Lolo 2 (E) [!].nes,Adventures of Lolo 2 (E) [!].nes,nes,65552
1367,ROM/0771/Adventures of Lolo 2 (U) [!].nes,Adventures of Lolo 2 (U) [!].nes,nes,65552
1368,ROM/0772/Igo Meikan (J).nes,Igo Meikan (J).nes,nes,40976
1369,ROM/0773/DuckTales (E) [!].nes,DuckTales (E) [!].nes,nes,131088
1370,ROM/0773/DuckTales (U) [!].nes,DuckTales (U) [!].nes,nes,131088
1371,ROM/0773/Wanpaku Duck Yume Bouken (J) [!].nes,Wanpaku Duck Yume Bouken (J) [!].nes,nes,131088
1372,ROM/0774/Cadillac (J) [!].nes,Cadillac (J) [!].nes,nes,65552
1373,ROM/0775/Probotector II (E) [!].nes,Probotector II (E) [!].nes,nes,262160
1374,ROM/0775/Super C (U) [!].nes,Super C (U) [!].nes,nes,262160
1375,ROM/0775/Super Contra (J).nes,Super Contra (J).nes,nes,262160
1376,ROM/0776/Nobunaga no Yabou - Sengoku Gunyuuden (J) (PRG0) [!].nes,Nobunaga no Yabou - Sengoku Gunyuuden (J) (PRG0) [!].nes,nes,393232
1377,ROM/0776/Nobunaga no Yabou - Sengoku Gunyuuden (J) (PRG1).nes,Nobunaga no Yabou - Sengoku Gunyuuden (J) (PRG1).nes,nes,393232
1378,ROM/0776/Nobunaga's Ambition II (U) [!].nes,Nobunaga's Ambition II (U) [!].nes,nes,393232
1379,ROM/0777/Mottomo Abunai Deka (J).nes,Mottomo Abunai Deka (J).nes,nes,131088
1380,ROM/0778/Dragon Quest IV (J) (PRG0).nes,Dragon Quest IV (J) (PRG0).nes,nes,524304
1381,ROM/0778/Dragon Quest IV (J) (PRG1) [!].nes,Dragon Quest IV (J) (PRG1) [!].nes,nes,524304
1382,ROM/0778/Dragon Warrior IV (U) [!].nes,Dragon Warrior IV (U) [!].nes,nes,524304
1383,ROM/0779/Arctic (J).nes,Arctic (J).nes,nes,131088
1384,ROM/0780/Code Name - Viper (U) [!].nes,Code Name - Viper (U) [!].nes,nes,262160
1385,ROM/0780/Ningen Heiki - Dead Fox (J).nes,Ningen Heiki - Dead Fox (J).nes,nes,262160
1386,ROM/0781/Kiteretsu Daihyakka (J) [!].nes,Kiteretsu Daihyakka (J) [!].nes,nes,262160
1387,ROM/0782/Akuma-kun - Makai no Wana (J) [!].nes,Akuma-kun - Makai no Wana (J) [!].nes,nes,262160
1388,ROM/0783/Castle of Dragon (U) [!].nes,Castle of Dragon (U) [!].nes,nes,131088
1389,ROM/0783/Dragon Unit (J) [!].nes,Dragon Unit (J) [!].nes,nes,131088
1390,ROM/0784/Heavy Barrel (J) [!].nes,Heavy Barrel (J) [!].nes,nes,262160
1391,ROM/0784/Heavy Barrel (U) [!].nes,Heavy Barrel (U) [!].nes,nes,262160
